abstract,title,pmc,pmid,publication_year
"Purpose To investigate the connection between alexithymia and somatic illness, or, somatization, in veterans suffering from chronic combat-related post-traumatic stress disorder, PTSD. Methods Croatian combat veterans (N=127) were studied at the Department of Psychology, Zagreb Clinical Hospital Center. The diagnosis of PTSD was confirmed and verified according to the International Classification of Diseases (ICD-10). A version of the Mississippi Scale for Combat Related PTSD (M-PTSD) standardized for the Croatian population was used to assess the severity of PTSD. In addition to the clinical interview, the existence of alexithymia was confirmed by the score on the Toronto Alexithymia Scale (TA S-20). Results A statistically significant association was found between the total number of diagnosed physical illnesses and the scores on three subscales of an alexithymia questionnaire, the TA S-20, with a 1% risk (p<0.01, 0.487; 0.450; 0.335). Regression analysis confirmed the most statistically significant predictive value of the first item of the TA S-20, which refers to difficulty in identifying feelings (=0.408, p=0.019). The total score on the M-PTSD scale correlated significantly to the subscales for alexithymia. There was a statistically significant negative correlation of the total score on the M-PTSD scale with social support. Conclusion The total scores obtained in this study, particularly those related to alexithymia, indicate the importance of this construct in the etiopathogenesis of somatic morbidity in the study population and confirm that as in other countries the TA S-20 is a useful instrument in Croatia for the assessment of this phenomenon.",The Connection between Alexithymia and Somatic Morbidity in a Population of Combat Veterans with Chronic PTSD,3610587,23572853.0,2013
"Background The American Society of Nuclear Cardiology and the Society of Nuclear Medicine conclude that incorporation of attenuation corrected (AC) images in myocardial perfusion scintigraphy (MPS) will improve diagnostic accuracy. The aim was to investigate the value of adding AC stress-only images for the decision whether a rest study is necessary or not. Methods 1,261 patients admitted to  99m Tc MPS were studied. The stress studies were interpreted by two physicians who judged each study as “no rest study necessary” or “rest study necessary”, by evaluating NC stress-only and NC + AC stress-only images. When there was disagreement between the two physicians, a third physician evaluated the studies. Thus, agreement between 2 out of 3 physicians was evaluated. Results The physicians assessed 214 more NC + AC images than NC images as “no rest study necessary” (17% of the study population). The number of no-rest-study-required was significantly higher for NC + AC studies compared to NC studies (859 vs 645 cases (p < 0.0001). In the final report according to clinical routine, ischemia or infarction was reported in 23 patients, assessed as “no rest study necessary” (22 NC + AC cases; 8 NC cases), (no statistically significant difference). In 11 of these, the final report stated “suspected/possible ischemia or infarction in a small area”. Conclusions Adding AC stress-only images to NC stress-only images reduce the number of unnecessary rest studies substantially.",Adding attenuation corrected images in myocardial perfusion imaging reduces the need for a rest study,3618204,23547878.0,2013
"Background The frequency of CT procedures has registered a significant increase over the last decade, which led at the international level to an increasing concern on the radiological risk associated with the use of CT especially in paediatrics. This work aimed at investigating the use of computed tomography in Switzerland, following the evolution of CT frequency and dose data over a decade and comparing it to data reported in other countries. Methods The frequency and dose data related to CT are obtained by means of a nationwide survey. National frequencies were established by projecting the collected data, using the ratio of the number of CT units belonging to the respondents to the total number of CT units in the country. The effective doses per examination were collected during an auditing campaign. Results In 2008 about 0.8 Million CT procedures (~ 100 CT examinations / 1000 population) were performed in the country, leading to a collective effective dose of more than 6000 man.Sv (0.8 mSv/caput). In a decade the frequency of CT examinations averaged over the population and the associated average effective dose per caput increased by a factor of 2.2 and 2.9 respectively. Conclusions Although the contribution of CT to the total medical X-rays is 6% in terms of the frequency, it represents 68% in terms of the collective effective dose. These results are comparable to those reported in a number of countries in Europe and America with similar health level.",Exposure of the Swiss population to computed tomography,3733693,23895057.0,2013
"Background Diagnostic performance in breast screening programs may be influenced by the prior probability of disease. Since breast cancer incidence is roughly half a percent in the general population there is a large probability that the screening exam will be normal. That factor may contribute to false negatives. Screening programs typically exhibit about 83% sensitivity and 91% specificity. This investigation was undertaken to determine if a system could be developed to pre-sort screening-images into normal and suspicious bins based on their likelihood to contain disease. Wavelets were investigated as a method to parse the image data, potentially removing confounding information. The development of a classification system based on features extracted from wavelet transformed mammograms is reported. Methods In the multi-step procedure images were processed using 2D discrete wavelet transforms to create a set of maps at different size scales. Next, statistical features were computed from each map, and a subset of these features was the input for a concerted-effort set of naïve Bayesian classifiers. The classifier network was constructed to calculate the probability that the parent mammography image contained an abnormality. The abnormalities were not identified, nor were they regionalized. The algorithm was tested on two publicly available databases: the Digital Database for Screening Mammography (DDSM) and the Mammographic Images Analysis Society’s database (MIAS). These databases contain radiologist-verified images and feature common abnormalities including: spiculations, masses, geometric deformations and fibroid tissues. Results The classifier-network designs tested achieved sensitivities and specificities sufficient to be potentially useful in a clinical setting. This first series of tests identified networks with 100% sensitivity and up to 79% specificity for abnormalities. This performance significantly exceeds the mean sensitivity reported in literature for the unaided human expert. Conclusions Classifiers based on wavelet-derived features proved to be highly sensitive to a range of pathologies, as a result Type II errors were nearly eliminated. Pre-sorting the images changed the prior probability in the sorted database from 37% to 74%.",Automatic detection of anomalies in screening mammograms,4029799,24330643.0,2013
"Background Tubal and uterine cavity diseases commonly compromise female fertility. At the present time, hysteroscopy, laparoscopy with chromopertubation and RX-Hysterosalpingography (RX-HSG) are widely accepted screening procedures enabling the effective assessment of both tubal patency and uterine cavity. Nevertheless, consistent evidence supports the reliability of Hysterosalpingocontrast sonography (HyCoSy) in uterine cavity and tubal patency investigation, as a part of the standard infertility work-up. This prospective study was aimed at evaluating the tolerability of the technique as well as the incidence of related side effects and complications in a large series of infertile patients. Methods Pain perception of 632 infertile women was measured by means of an 11-point numeric rating scale. Side effects and late complications were also recorded. Results The mean numeric rating scale was 2.15 ± 2.0 SD. Most of the patients (374/632, 59.17%) rated HyCoSy as a non-painful procedure, whereas 24.36% (154/632) women reported mild pelvic pain and 9.96% (63/632) classified the discomfort as “moderate”. Only 6.48% (41/632) of the patient population experienced severe pelvic pain. Fifteen (2.37%) patients required drug administration for pain relief. Twenty-six patients (4.11%) showed mild vaso-vagal reactions that resolved without atropine administration. No severe vaso-vagal reactions or late complications were observed. Conclusions HyCoSy is a well-tolerated examination and the associated vagal effects are unusual and generally mild. Consequently, we support its introduction as a first-line procedure for tubal patency and uterine cavity investigation in infertile women.","Hysterosalpingocontrast sonography (HyCoSy): evaluation of the pain perception, side effects and complications",3765383,23968513.0,2013
"Background Sentinel node biopsy often results in the identification and removal of multiple nodes as sentinel nodes, although most of these nodes could be non-sentinel nodes. This study investigated whether computed tomography-lymphography (CT-LG) can distinguish sentinel nodes from non-sentinel nodes and whether sentinel nodes identified by CT-LG can accurately stage the axilla in patients with breast cancer. Methods This study included 184 patients with breast cancer and clinically negative nodes. Contrast agent was injected interstitially. The location of sentinel nodes was marked on the skin surface using a CT laser light navigator system. Lymph nodes located just under the marks were first removed as sentinel nodes. Then, all dyed nodes or all hot nodes were removed. Results The mean number of sentinel nodes identified by CT-LG was significantly lower than that of dyed and/or hot nodes removed (1.1 vs 1.8, p <0.0001). Twenty-three (12.5%) patients had ≥2 sentinel nodes identified by CT-LG removed, whereas 94 (51.1%) of patients had ≥2 dyed and/or hot nodes removed (p <0.0001). Pathological evaluation demonstrated that 47 (25.5%) of 184 patients had metastasis to at least one node. All 47 patients demonstrated metastases to at least one of the sentinel nodes identified by CT-LG. Conclusions CT-LG can distinguish sentinel nodes from non-sentinel nodes, and sentinel nodes identified by CT-LG can accurately stage the axilla in patients with breast cancer. Successful identification of sentinel nodes using CT-LG may facilitate image-based diagnosis of metastasis, possibly leading to the omission of sentinel node biopsy.",Sentinel nodes identified by computed tomography-lymphography accurately stage the axilla in patients with breast cancer,4028847,24321242.0,2013
"Background Carotid plaque echolucency as detected by Color Doppler ultrasonography (CDUS) has been used as a potential marker of plaque vulnerability. However, contrast-enhanced ultrasound (CEUS) has recently been shown to be a valuable method to evaluate the vulnerability and neovascularization within carotid atherosclerotic plaques. The aim of this study was to compare CEUS and CDUS in the assessment of plaque vulnerability using transcranial color Doppler (TCD) monitoring of microembolic signals (MES) as a reference technique. Methods A total of 46 subjects with arterial stenosis (≥ 50%) underwent a carotid duplex ultrasound, TCD monitoring of MES and CEUS (SonoVue doses of 2.0 mL) within a span of 3 days. The agreement between the CEUS, CDUS, and MES findings was assessed with a chi-square test. A  p -value less than 0.05 was considered statistically significant. Results Neovascularization was observed in 30 lesions (44.4%). The vascular risk factors for stroke were similar and there were no age or gender differences between the 2 groups. Using CEUS, MES were identified in 2 patients (12.5%) within class 1 (non-neovascularization) as opposed to 15 patients (50.0%) within class 2 (neovascularization) ( p  = 0.023). CDUS revealed no significant differences in the appearance of the MES between the 2 groups (hyperechoic and hypoechoic) ( p  = 0.237). Conclusion This study provides preliminary evidence to suggest that intraplaque neovascularization detected by CEUS is associated with the presence of MESs, where as plaque echogenicity on traditional CDUS does not. These findings argue that CEUS may better identify high-risk plaques.",An assessment of the vulnerability of carotid plaques: a comparative study between intraplaque neovascularization and plaque echogenicity,3621161,23537052.0,2013
Contributing reviewers The editors of  BMC Medical Imaging  would like to thank all our reviewers who have contributed to the journal in Volume 12 (2012).,Annual acknowledgement of manuscript reviewers,3635880,,2013
"Background Tissue Velocity Imaging (TVI) is an ultrasound based technique used for quantitative analysis of the cardiac function and has earlier been evaluated according to myocardial velocities. Recent years several studies have reported applying TVI in the analysis of skeletal muscles. Skeletal tissue velocities can be very low. In particular, when performing isometric contractions or contractions of low force level the velocities may be much lower compared to the myocardial tissue velocities. Methods In this study TVI was evaluated for estimation of tissue velocities below the typical myocardial velocities. An in-house phantom was used to see how different PRF-settings affected the accuracy of the velocity estimations. Results With phantom peak velocity at 0.03 cm/s the error ranged from 31% up to 313% with the different PRF-settings in this study. For the peak velocities at 0.17 cm/s and 0.26 cm/s there was no difference in error with tested PFR settings, it is kept approximately around 20%. Conclusions The results from the present study showed that the PRF setting did not seem to affect the accuracy of the velocity estimation at tissue velocities above 0.17 cm/s. However at lower velocities (0.03 cm/s) the setting was crucial for the accuracy. The PRF should therefore preferable be reduced when the method is applied in low-level muscle contraction.",Evaluation of ultrasound Tissue Velocity Imaging: a phantom study of velocity estimation in skeletal muscle low-level contractions,3680050,23758876.0,2013
"Background No study relating the changes obtained in the architecture of erector spinae (ES) muscle were registered with ultrasound and different intensities of muscle contraction recorded by surface EMG (electromyography) on the ES muscle was found. The aim of this study was analyse the relationship in the response of the ES muscle during isometric moderate and light lumbar isometric extension considering architecture and functional muscle variables. Methods Cross-sectional study. 46 subjects (52% men) with a group mean age of 30.4 (±7.78). The participants developed isometric lumbar extension while performing moderate and low isometric trunk and hip extension in a sitting position with hips flexed 90 degrees and the lumbar spine in neutral position. During these measurements, electromyography recordings and ultrasound images were taken bilaterally. Bilaterally pennation angle, muscle thickness, torque and muscle activation were measured. This study was developed at the human movement analysis laboratory of the Health Science Faculty of the University of Malaga (Spain). Results Strong and moderate correlations were found at moderate and low intensities contraction between the variable of the same intensity, with correlation values ranging from 0.726 (Torque Moderate – EMG Left Moderate) to 0.923 (Angle Left Light – Angle Right Light) (p < 0.001). This correlation is observed between the variables that describe the same intensity of contraction, showing a poor correlation between variables of different intensities. Conclusion There is a strong relationship between architecture and function variables of ES muscle when describe an isometric lumbar extension at light or moderate intensity.",Relationship of moderate and low isometric lumbar extension through architectural and muscular activity variables: a cross sectional study,3840670,24252273.0,2013
"Background Aggressive dose reduction strategies for cardiac CT require the prospective selection of limited cardiac phases. At lower heart rates, the period of mid-diastole is typically selected for image acquisition. We aimed to identify the effect of heart rate on the optimal CT acquisition phase within the period of mid-diastole. Methods We utilized high temporal resolution tissue Doppler to precisely measure coronary motion within diastole. Tissue-Doppler waveforms of the myocardium corresponding to the location of the circumflex artery (100 patients) and mid-right coronary arteries (50 patients) and the duration and timing of coronary motion were measured. Using regression analysis an equation was derived for the timing of the period of minimal coronary motion within the RR interval. In a validation set of 50 clinical cardiac CT examinations, we assessed coronary motion artifact and the effect of using a mid-diastolic imaging target that was adjusted according to heart rate vs a fixed 75% phase target. Results Tissue Doppler analysis shows the period of minimal cardiac motion suitable for CT imaging decreases almost linearly as the RR interval decreases, becoming extinguished at an average heart rate of 91 bpm for the circumflex (LCX) and 78 bpm for the right coronary artery (RCA). The optimal imaging phase has a strong linear relationship with RR duration (R 2  = 0.92 LCX, 0.89 RCA). The optimal phase predicted by regression analysis of the tissue-Doppler waveforms increases from 74% at a heart rate of 55 bpm to 77% at 75 bpm. In the clinical CT validation set, the optimal CT acquisition phase similarly occurred later with increasing heart rate. When the selected cardiac phase was adjusted according to heart rate the result was closer to the optimal phase than using a fixed 75% phase. While this effect was statistically significant (p < 0.01 RCA/LCx), the mean effect of heart-rate adjustment was minor relative to typical beat-to-beat variability and available precision of clinical phase selection. Conclusion High temporal resolution imaging of coronary motion can be used to predict the optimal acquisition phase in cardiac CT. The optimal phase for cardiac CT imaging within mid-diastole increases with increasing heart rate although the magnitude of change is small.",Defining the mid-diastolic imaging period for cardiac CT – lessons from tissue Doppler echocardiography,3570333,23375107.0,2013
"Background Circle contact lenses, also known as color contact lenses and big eye contact lenses, are a type of cosmetic contact lens. It is not generally known that a circle contact lens usually contains iron oxide and other metals, which means their use during magnetic resonance imaging (MRI) is a potential hazard. Case presentation We present a rare case of incidental discovery of circle contact lenses by MRI and MRI images of circle lenses in vitro. Conclusions Circle contact lenses usually contain iron oxide, which is a known source of susceptibility artifact on MRI. Not only radiologists and radiographers but also referring physicians should be familiar with the imaging findings and potential risk of scanning circle contact lenses by MRI.","Incidental discovery of circle contact lens by MRI: you can’t scan my poker face, circle contact lens as a potential MRI hazard",3616822,23530981.0,2013
"Background A major challenge in the development of cell based therapies for glioma is to deliver optimal number of cells (therapeutic dose) to the tumor. Imaging tools such as magnetic resonance imaging (MRI), optical imaging, positron emission tomography (PET) and single-photon emission computed tomography (SPECT) has been used in cell tracking and/or biodistribution studies. In this study, we evaluate the dynamic biodistribution of systemic injected labeled cells [human cord blood derived endothelial progenitor cells (EPCs) and cytotoxic T-cells (CTLs)] in rat glioma model with  in vivo  SPECT imaging. Methods Human cord blood EPCs, T-cells and CD14 +  cells (monocytes/dendritic cells) were isolated using the MidiMACS system. CD14 +  cells were converted to dendritic cells (DC) and also primed with U251 tumor cell line lysate. T-cells were co-cultured with irradiated primed DCs at 10:1 ratio to make CTLs. Both EPCs and CTLs were labeled with In-111-oxine at 37°C in serum free DMEM media. Glioma bearing animals were randomly assigned into three groups. In-111 labeled cells or In-111 oxine alone were injected through tail vein and SPECT imaging was performed on day 0, 1, and 3. In-111 oxine activity in various organs and tumor area was determined. Histochemical analysis was performed to further confirm the migration and homing of injected cells at the tumor site. Results EPCs and CTLs showed an In-111 labeling efficiency of 87.06 ± 7.75% and 70.8 ± 12.9% respectively. Initially cell migration was observed in lung following inravenous administration of In-111 labeled cells and decreased on day 1 and 3, which indicate re-distribution of labeled cells from lung to other organs. Relatively higher In-111 oxine activity was observed in tumor areas at 24 hours in animals received In-111 labeled cells (EPCs or CTLs). Histiological analysis revealed iron positive cells in and around the tumor area in animals that received labeled cells (CTLs and EPCs). Conclusion We observed differential biodistribution of In-111-oxine labeled EPCs and CTLs in different organs and intracranial glioma. This study indicates In-111 oxine based SPECT imaging is an effective tool to study the biodistribution of therapeutically important cells.",Differential biodistribution of intravenously administered endothelial progenitor and cytotoxic T-cells in rat bearing orthotopic human glioma,3706264,23758888.0,2013
"Background Radiofrequency ablation (RFA) is one of the most promising non-surgical treatments for hepatic tumors. The assessment of the therapeutic efficacy of RFA is usually obtained by visual comparison of pre- and post-treatment CT images, but no numerical quantification is performed. Methods In this work, a novel method aiming at providing a more objective tool for the evaluation of RFA coverage is described. Image registration and segmentation techniques were applied to enable the visualization of the tumor and the corresponding post-RFA necrosis in the same framework. In addition, a set of numerical indexes describing tumor/necrosis overlap and their mutual position were computed. Results After validation of segmentation step, the method was applied on a dataset composed by 10 tumors, suspected not to be completed treated. Numerical indexes showed that only two tumors were totally treated and the percentage of a residual tumor was in the range of 5.12%-35.92%. Conclusions This work represents a first attempt to obtain a quantitative tool aimed to assess the accuracy of RFA treatment. The possibility to visualize the tumor and the correspondent post-RFA necrosis in the same framework and the definition of some synthetic numerical indexes could help clinicians in ameliorating RFA treatment.",Radiofrequency ablation of liver tumors: quantitative assessment of tumor coverage through CT image processing,3626768,23324557.0,2013
"Background Magnetic resonance imaging (MRI) guided wire localization presents several challenges apart from the technical difficulties. An alternative to this conventional localization method using a wire is the radio-guided occult lesion localization (ROLL), more related to safe surgical margins and reductions in excision volume. The purpose of this study was to establish a safe and reliable magnetic resonance imaging-radioguided occult lesion localization (MRI-ROLL) technique and to report our initial experience with the localization of nonpalpable breast lesions only observed on MRI. Methods Sixteen women (mean age 53.2 years) with 17 occult breast lesions underwent radio-guided localization in a 1.5-T MR system using a grid-localizing system. All patients had a diagnostic MRI performed prior to the procedure. An intralesional injection of Technetium-99m macro-aggregated albumin followed by distilled water was performed. After the procedure, scintigraphy was obtained. Surgical resection was performed with the help of a gamma detector probe. The lesion histopathology and imaging concordance; the procedure’s positive predictive value (PPV), duration time, complications, and accuracy; and the rate of exactly excised lesions evaluated with MRI six months after the surgery were assessed. Results One lesion in one patient had to be excluded because the radioactive substance came back after the injection, requiring a wire placement. Of the remaining cases, there were four malignant lesions, nine benign lesions, and three high-risk lesions. Surgical histopathology and imaging findings were considered concordant in all benign and high-risk cases. The PPV of MRI-ROLL was greater if the indication for the initial MR examination was active breast cancer. The median procedure duration time was 26 minutes, and all included procedures were defined as accurate. The exact and complete lesion removal was confirmed in all (100%) patients who underwent six-month postoperative MRI (50%). Conclusions MRI-ROLL offers a precise, technically feasible, safe, and rapid means for performing preoperative MRI localizations in the breast.",Magnetic resonance imaging-radioguided occult lesion localization (ROLL) in breast cancer using Tc-99m macro-aggregated albumin and distilled water control,3849764,24044428.0,2013
"Background Cardiac lipomatous metaplasia (LM) occurs in patients with chronic ischemic heart disease and heart failure with unclear mechanisms. We studied coronary occlusion/reperfusion-induced myocardial infarction (MI) in rabbits during a 9-months follow-up using 3.0 T magnetic resonance scanner, and confirmed the presence of MI in acute phase and LM in chronic phase using histopathology. Methods MI was surgically induced in 10 rabbits by 90-min coronary artery occlusion and reperfusion. Forty-eight hours later, multiparametric cardiac magnetic resonance imaging (cMRI) was performed at a 3.0 T clinical scanner for MI diagnosis and cardiac function analysis. Afterwards, seven rabbits were scarified for histochemical staining with triphenyltetrazolium chloride (TTC), and hematoxylin-eosin (HE), and 3 were scanned with cMRI at 2 days, 2 weeks, 2 months and 9 months for longitudinal observations of morphological and functional changes, and the fate of the animals. Post-mortem TTC, HE and Masson's trichrome (MTC) were studied for chronic stage of MI. Results The size of acute MI correlated well between cMRI and TTC staining (r 2 =0.83). Global cardiac morphology-function analysis showed significant correlation between increasing acute MI size and decreasing ejection fraction (p<0.001). During 9 months, cMRI documented evolving morphological and functional changes from acute MI to chronic scar transformation and fat deposition with a definite diagnosis of LM established by histopathology. Conclusions Acute MI and chronic LM were induced in rabbits and monitored with 3.0 T MRI. Studies on this platform may help investigate the mechanisms and therapeutic interventions for LM.",Lipomatous metaplasia identified in rabbits with reperfused myocardial infarction by 3.0 T magnetic resonance imaging and histopathology,3707856,23815556.0,2013
"Background We previously demonstrated that superparamagnetic iron oxide (SPIO)-enhanced MR imaging is promising for the detection of metastases in sentinel nodes localized by CT-lymphography in patients with breast cancer. The purpose of this study was to determine the predictive criteria of the size of nodal metastases with SPIO-enhanced MR imaging in breast cancer, with histopathologic findings as reference standard. Methods This study included 150 patients with breast cancer. The patterns of SPIO uptake for positive sentinel nodes were classified into three; uniform high-signal intensity, partial high-signal intensity involving ≥50% of the node, and partial high-signal intensity involving <50% of the node. Imaging results were correlated with histopathologic findings. Results Thirty-three pathologically positive sentinel nodes from 30 patients were evaluated. High-signal intensity patterns that were uniform or involved ≥50% of the node were observed in 23 nodes that contained macro-metastases and no node that contained micro-metastases, while high-signal intensity patterns involving <50% of the node were observed in 2 nodes that contained macro-metastases and 8 nodes that contained micro-metastases. When the area of high-signal intensity was compared with the pathological size of the metastases, a pathologic >2 mm sentinel node metastases correlated with the area of high-signal intensity, however, a pathologic ≤2 mm sentinel node metastases did not. Conclusions High-signal intensity patterns that are uniform or involve ≥50% of the node are features of nodes with macro-metastases. The area of high-signal intensity correlated with the pathological size of metastases for nodes with metastases >2 mm in this series.",Correlation between the area of high-signal intensity on SPIO-enhanced MR imaging and the pathologic size of sentinel node metastases in breast cancer patients with positive sentinel nodes,3848752,24028426.0,2013
"Background The recently developed model-based iterative reconstruction (MBIR) enables significant reduction of image noise and artifacts, compared with adaptive statistical iterative reconstruction (ASIR) and filtered back projection (FBP). The purpose of this study was to evaluate lesion detectability of low-dose chest computed tomography (CT) with MBIR in comparison with ASIR and FBP. Methods Chest CT was acquired with 64-slice CT (Discovery CT750HD) with standard-dose (5.7 ± 2.3 mSv) and low-dose (1.6 ± 0.8 mSv) conditions in 55 patients (aged 72 ± 7 years) who were suspected of lung disease on chest radiograms. Low-dose CT images were reconstructed with MBIR, ASIR 50% and FBP, and standard-dose CT images were reconstructed with FBP, using a reconstructed slice thickness of 0.625 mm. Two observers evaluated the image quality of abnormal lung and mediastinal structures on a 5-point scale (Score 5 = excellent and score 1 = non-diagnostic). The objective image noise was also measured as the standard deviation of CT intensity in the descending aorta. Results The image quality score of enlarged mediastinal lymph nodes on low-dose MBIR CT (4.7 ± 0.5) was significantly improved in comparison with low-dose FBP and ASIR CT (3.0 ± 0.5, p = 0.004; 4.0 ± 0.5, p = 0.02, respectively), and was nearly identical to the score of standard-dose FBP image (4.8 ± 0.4, p = 0.66). Concerning decreased lung attenuation (bulla, emphysema, or cyst), the image quality score on low-dose MBIR CT (4.9 ± 0.2) was slightly better compared to low-dose FBP and ASIR CT (4.5 ± 0.6, p = 0.01; 4.6 ± 0.5, p = 0.01, respectively). There were no significant differences in image quality scores of visualization of consolidation or mass, ground-glass attenuation, or reticular opacity among low- and standard-dose CT series. Image noise with low-dose MBIR CT (11.6 ± 1.0 Hounsfield units (HU)) were significantly lower than with low-dose ASIR (21.1 ± 2.6 HU, p < 0.0005), low-dose FBP CT (30.9 ± 3.9 HU, p < 0.0005), and standard-dose FBP CT (16.6 ± 2.3 HU, p < 0.0005). Conclusion MBIR shows greater potential than ASIR for providing diagnostically acceptable low-dose CT without compromising image quality. With radiation dose reduction of >70%, MBIR can provide equivalent lesion detectability of standard-dose FBP CT.","CT of the chest with model-based, fully iterative reconstruction: comparison with adaptive statistical iterative reconstruction",3847631,23927627.0,2013
"Background To evaluate the contrast agent performance of Gd-EOB-DTPA and Gd-BOPTA for detection and assessment of extrahepatic findings, semi-quantitatively and qualitatively. Methods 13 patients with 19 extrahepatic lesions underwent liver MRI with Gd-EOB-DTPA and Gd-BOPTA. Quantitative and relative SNR measurements were performed in each dataset in the arterial and portalvenous phase within the extrahepatic lesion, aorta, inferior vena cava, portal vein, spleen, pancreas and renal cortex. Further, relative CNR measurements were performed. Three readers assessed contrast quality using a five-point scale and choosing the preferred image dataset. Statistical analysis consisted of a Student’s t-test with  p  < 0.05 deemed significant, a weighted kappa statistic for assessment of interobserver variability and an ROC analysis. Results Mean SNR after injection of Gd-BOPTA was significantly higher compared with Gd-EOB-DTPA for all measurements ( p  < 0.05). Mean relative SNR was also higher for Gd-BOPTA, but without being statistically significant. There was no significant difference in relative CNR. Interobserver agreement for selection of image preference was moderate (mean weighted kappa 0.485). The area under the curve for the ROC-analysis regarding contrast agent performance was 0.464. Conclusion Even though mean SNR is significantly higher after injection of Gd-BOPTA compared with Gd-EOB-DTPA, there is no significant difference in relative CNR with extrahepatic lesions being assessed equally well. Visual impression may differ after injection of Gd-EOB-DTPA, but does not influence image interpretation. Extrahepatic findings can be assessed similarly to MRI after injection of Gd-BOPTA.",Lesion detection and assessment of extrahepatic findings in abdominal MRI using hepatocyte specific contrast agents – comparison of Gd-EOB-DTPA and Gd-BOPTA,3610274,23506523.0,2013
"Background Prostate cancer is one of the leading causes of cancer death in the male population. Fortunately, the prognosis is excellent if detected at an early stage. Hence, the detection and localization of prostate cancer is crucial for diagnosis, as well as treatment via targeted focal therapy. New imaging techniques can potentially be invaluable tools for improving prostate cancer detection and localization. Methods In this study, we introduce a new form of diffusion magnetic resonance imaging called correlated diffusion imaging, where the tissue being imaged is characterized by the joint correlation of diffusion signal attenuation across multiple gradient pulse strengths and timings. By taking into account signal attenuation at different water diffusion motion sensitivities, correlated diffusion imaging can provide improved delineation between cancerous tissue and healthy tissue when compared to existing diffusion imaging modalities. Results Quantitative evaluation using receiver operating characteristic (ROC) curve analysis, tissue class separability analysis, and visual assessment by an expert radiologist were performed to study correlated diffusion imaging for the task of prostate cancer diagnosis. These results are compared with that obtained using T2-weighted imaging and standard diffusion imaging (via the apparent diffusion coefficient (ADC)). Experimental results suggest that correlated diffusion imaging provide improved delineation between healthy and cancerous tissue and may have potential as a diagnostic tool for cancer detection and localization in the prostate gland. Conclusions A new form of diffusion magnetic resonance imaging called correlated diffusion imaging (CDI) was developed for the purpose of aiding radiologists in cancer detection and localization in the prostate gland. Preliminary results show CDI shows considerable promise as a diagnostic aid for radiologists in the detection and localization of prostate cancer.",Correlated diffusion imaging,3750835,23924150.0,2013
"Background Molecular imaging using magnetic nanoparticles (MNPs)—magnetic particle imaging (MPI)—has attracted interest for the early diagnosis of cancer and cardiovascular disease. However, because a steep local magnetic field distribution is required to obtain a defined image, sophisticated hardware is required. Therefore, it is desirable to realize excellent image quality even with low-performance hardware. In this study, the spatial resolution of MPI was evaluated using an image reconstruction method based on the correlation information of the magnetization signal in a time domain and by applying MNP samples made from biocompatible ferucarbotran that have adjusted particle diameters. Methods The magnetization characteristics and particle diameters of four types of MNP samples made from ferucarbotran were evaluated. A numerical analysis based on our proposed method that calculates the image intensity from correlation information between the magnetization signal generated from MNPs and the system function was attempted, and the obtained image quality was compared with that using the prototype in terms of image resolution and image artifacts. Results MNP samples obtained by adjusting ferucarbotran showed superior properties to conventional ferucarbotran samples, and numerical analysis showed that the same image quality could be obtained using a gradient magnetic field generator with 0.6 times the performance. However, because image blurring was included theoretically by the proposed method, an algorithm will be required to improve performance. Conclusions MNP samples obtained by adjusting ferucarbotran showed magnetizing properties superior to conventional ferucarbotran samples, and by using such samples, comparable image quality (spatial resolution) could be obtained with a lower gradient magnetic field intensity.",Evaluation of magnetic nanoparticle samples made from biocompatible ferucarbotran by time-correlation magnetic particle imaging reconstruction method,3684524,23734917.0,2013
"Background The surrogate indicator of radiological excellence that has become accepted is consistency of assessments between radiologists, and the technique that has become the standard for evaluating concordance is peer review. This study describes the results of a workstation-integrated peer review program in a busy outpatient radiology practice. Methods Workstation-based peer review was performed using the software program Intelerad Peer Review. Cases for review were randomly chosen from those being actively reported. If an appropriate prior study was available, and if the reviewing radiologist and the original interpreting radiologist had not exceeded review targets, the case was scored using the modified RADPEER system. Results There were 2,241 cases randomly assigned for peer review. Of selected cases, 1,705 (76%) were interpreted. Reviewing radiologists agreed with prior reports in 99.1% of assessments. Positive feedback (score 0) was given in three cases (0.2%) and concordance (scores of 0 to 2) was assigned in 99.4%, similar to reported rates of 97.0% to 99.8%. Clinically significant discrepancies (scores of 3 or 4) were identified in 10 cases (0.6%). Eighty-eight percent of reviewed radiologists found the reviews worthwhile, 79% found scores appropriate, and 65% felt feedback was appropriate. Two-thirds of radiologists found case rounds discussing significant discrepancies to be valuable. Conclusions The workstation-based computerized peer review process used in this pilot project was seamlessly incorporated into the normal workday and met most criteria for an ideal peer review system. Clinically significant discrepancies were identified in 0.6% of cases, similar to published outcomes using the RADPEER system. Reviewed radiologists felt the process was worthwhile.",A workstation-integrated peer review quality assurance program: pilot study,3711932,23822583.0,2013
